"id","title","price","permalink","brand","line","model","processor","storage","memory","condition"
"MLA1375735465","Samsung Galaxy S20 128 Gb  Celeste 8 Gb Ram Reacondicionado",471899,"https://articulo.mercadolibre.com.ar/MLA-1375735465-samsung-galaxy-s20-128-gb-celeste-8-gb-ram-reacondicionado-_JM","Samsung","Galaxy S","S20","Exynos 990","128 GB","8 GB","new"
"MLA1313530769","Samsung Galaxy S20+ Plus 128 Gb Gris 8 Gb Ram",530599,"https://articulo.mercadolibre.com.ar/MLA-1313530769-samsung-galaxy-s20-plus-128-gb-gris-8-gb-ram-_JM","Samsung","Galaxy","S20 PLUS","None","128 GB","8 GB","new"
"MLA1737589404","Celular Samsung Galaxy Z Flip 4 5g 256gb ",450000,"https://articulo.mercadolibre.com.ar/MLA-1737589404-celular-samsung-galaxy-z-flip-4-5g-256gb-_JM","Samsung","Galaxy Z","Z Flip4 5G","Snapdragon 8+ Gen 1","256 GB","8 GB","new"
"MLA1645444848","Samsung Galaxy S20+ 128 Gb Negro - Excelente",745999,"https://articulo.mercadolibre.com.ar/MLA-1645444848-samsung-galaxy-s20-128-gb-negro-excelente-_JM","Samsung","Galaxy S","S20+","Exynos 990","128 GB","8 GB","new"
"MLA1421825159","Samsung Galaxy Z Flip5 8gb + 512gb Color Graphite",1499999,"https://articulo.mercadolibre.com.ar/MLA-1421825159-samsung-galaxy-z-flip5-8gb-512gb-color-graphite-_JM","Samsung","None","Z Flip5","None","512 GB","8 GB","new"
"MLA1404784744","Samsung S22 Plus 256gb Green Potencia Elegancia Refabricado",899990,"https://articulo.mercadolibre.com.ar/MLA-1404784744-samsung-s22-plus-256gb-green-potencia-elegancia-refabricado-_JM","Samsung","Galaxy S","S22+ Dual SIM (Snapdragon)","Snapdragon 8 Gen 1","256 GB","8 GB","new"
"MLA1401906341","Samsung Galaxy S21 128 Gb Phantom Grey 8 Gb Ram Liberado",659999,"https://articulo.mercadolibre.com.ar/MLA-1401906341-samsung-galaxy-s21-128-gb-phantom-grey-8-gb-ram-liberado-_JM","Samsung","Galaxy S","S21 5G","None","128 GB","8 GB","new"
"MLA1652309828","Samsung Galaxy A54 256 Gb Verde - Excelente",704999,"https://articulo.mercadolibre.com.ar/MLA-1652309828-samsung-galaxy-a54-256-gb-verde-excelente-_JM","Samsung","Galaxy A","A54 5G","Exynos 1380","256 GB","8 GB","new"
"MLA1669784242","Samsung Galaxy A15 5g 256gb 8gb Ram Dual Sim",488342,"https://articulo.mercadolibre.com.ar/MLA-1669784242-samsung-galaxy-a15-5g-256gb-8gb-ram-dual-sim-_JM","Samsung","Galaxy A","A15 5G Dual Sim","MediaTek Dimensity 6100+","256 GB","8 GB","new"
"MLA1398764985","Samsung Galaxy S21 128 Gb Phantom Violet 8 Gb Ram Liberado",741799,"https://articulo.mercadolibre.com.ar/MLA-1398764985-samsung-galaxy-s21-128-gb-phantom-violet-8-gb-ram-liberado-_JM","Samsung","Galaxy S","S21 5G","None","128 GB","8 GB","new"
"MLA1678019276","Samsung Galaxy S22 Ultra 5g (snapdragon) 5g 256 Gb  Phantom Black 12 Gb Ram",1799990,"https://articulo.mercadolibre.com.ar/MLA-1678019276-samsung-galaxy-s22-ultra-5g-snapdragon-5g-256-gb-phantom-black-12-gb-ram-_JM","Samsung","Galaxy S","S22 Ultra 5G (Snapdragon)","Snapdragon 8 Gen 1","256 GB","12 GB","new"
"MLA1592149000","Samsung Galaxy S21 128 Gb White 8 Gb Ram Liberado",741799,"https://articulo.mercadolibre.com.ar/MLA-1592149000-samsung-galaxy-s21-128-gb-white-8-gb-ram-liberado-_JM","Samsung","Galaxy S","S21","None","128 GB","8 GB","new"
"MLA1400686603","Samsung Galaxy S20 128 Gb Cloud Blue 8 Gb Ram Liberado",532799,"https://articulo.mercadolibre.com.ar/MLA-1400686603-samsung-galaxy-s20-128-gb-cloud-blue-8-gb-ram-liberado-_JM","Samsung","Galaxy S","S20","Exynos 990","128 GB","8 GB","new"
"MLA1369844239","Celular Samsung Galaxy A54 5g 128/8gb Negro Al Click Nuevo",879999,"https://articulo.mercadolibre.com.ar/MLA-1369844239-celular-samsung-galaxy-a54-5g-1288gb-negro-al-click-nuevo-_JM","Samsung","Galaxy A","A54 5G","Exynos 1380","128 GB","8 GB","new"
"MLA1305948819","Samsung Galaxy S22+ 8gb 256gb Negro Android Liberado Ref",919990,"https://articulo.mercadolibre.com.ar/MLA-1305948819-samsung-galaxy-s22-8gb-256gb-negro-android-liberado-ref-_JM","Samsung","Galaxy S","S22+ (Snapdragon)","Snapdragon 8 Gen 1","256 GB","8 GB","new"
"MLA1367691903","Celular Samsung Galaxy S21  Blanco 128gb  8gb Ram",529999,"https://articulo.mercadolibre.com.ar/MLA-1367691903-celular-samsung-galaxy-s21-blanco-128gb-8gb-ram-_JM","Samsung","Galaxy S","S21 5G","None","128 GB","8 GB","new"
"MLA1145400774","Celular Samsung Galaxy S21 5g 128gb Refabricado Liberado",699990,"https://articulo.mercadolibre.com.ar/MLA-1145400774-celular-samsung-galaxy-s21-5g-128gb-refabricado-liberado-_JM","Samsung","Galaxy S","S21 5G","None","128 GB","8 GB","new"
"MLA1111291219","Samsung Galaxy S20 128gb Refabricado Liberado Cloud Blue",499990,"https://articulo.mercadolibre.com.ar/MLA-1111291219-samsung-galaxy-s20-128gb-refabricado-liberado-cloud-blue-_JM","Samsung","Galaxy S","S20","Exynos 990","128 GB","8 GB","new"
"MLA1417137242","Samsung Galaxy Z Fold4 5g Dual Sim 512 Gb  Gray Green 12 Gb Ram",2449999,"https://articulo.mercadolibre.com.ar/MLA-1417137242-samsung-galaxy-z-fold4-5g-dual-sim-512-gb-gray-green-12-gb-ram-_JM","Samsung","Galaxy Z","Z Fold4 Dual SIM","Snapdragon 8+ Gen 1","512 GB","12 GB","new"
"MLA1409717177","Celular Samsung Galaxy A54 5g 256gb Negro Refabricado",729999,"https://articulo.mercadolibre.com.ar/MLA-1409717177-celular-samsung-galaxy-a54-5g-256gb-negro-refabricado-_JM","Samsung","Galaxy A","A54 5G","Exynos 1380","128 GB","8 GB","new"
"MLA1731390120","Samsung A 5 5 Sellado",799999,"https://articulo.mercadolibre.com.ar/MLA-1731390120-samsung-a-5-5-sellado-_JM","Samsung","Galaxy A","Galaxy A55 5G","Exynos 1480","256 GB","8 GB","new"
"MLA1733610510","Samsung Galaxy A71 Dual Sim 128 Gb Azul - Bueno",365999,"https://articulo.mercadolibre.com.ar/MLA-1733610510-samsung-galaxy-a71-dual-sim-128-gb-azul-bueno-_JM","Samsung","Galaxy A","A71 Dual SIM","Snapdragon 730","128 GB","8 GB","new"
"MLA1737168362","Celular Samsung Galaxy Z Flip 5 256 Gb Ocean Green !!",1150000,"https://articulo.mercadolibre.com.ar/MLA-1737168362-celular-samsung-galaxy-z-flip-5-256-gb-ocean-green--_JM","Samsung","Plegable","Galaxy Z Flip5","SM-F731BLGJARO","256 GB","256 GB","used"
"MLA1635363116","Samsung A53 Bueno Azul Liberado",403139,"https://articulo.mercadolibre.com.ar/MLA-1635363116-samsung-a53-bueno-azul-liberado-_JM","Samsung","A53","A53 5G","Exynos 1280","128 GB","8 GB","new"
"MLA1421189469","Xiaomi 14 Dual Sim 512 Gb  Verde 12 Gb Ram",1876900,"https://articulo.mercadolibre.com.ar/MLA-1421189469-xiaomi-14-dual-sim-512-gb-verde-12-gb-ram-_JM","Xiaomi","None","14","Snapdragon 8 Gen 3","512 GB","12 GB","new"
"MLA1421841015","Celular Xiaomi Mi 12t Pro - 256gb/12gb Ram",1100000,"https://articulo.mercadolibre.com.ar/MLA-1421841015-celular-xiaomi-mi-12t-pro-256gb12gb-ram-_JM","Xiaomi","Mi","MI 12T PRO","Snapdragon 8+ Gen 1","256 GB","12 GB","new"
"MLA1652491556","Xiaomi Redmi 11 Pro 8 Ram 128 Gb Blanco Polar ",350000,"https://articulo.mercadolibre.com.ar/MLA-1652491556-xiaomi-redmi-11-pro-8-ram-128-gb-blanco-polar-_JM","Xiaomi","Mi","11 Pro","Snapdragon 695","128 GB","8 GB","used"
"MLA1740786522","Celular Xiaomi Mi 10t",430000,"https://articulo.mercadolibre.com.ar/MLA-1740786522-celular-xiaomi-mi-10t-_JM","Xiaomi","Mi","10T 5G","Snapdragon 865","128 GB","8 GB","used"
"MLA1742953714","Xiaomi Redmi Note 13 Pro Dual Sim 256 Gb 8 Gb Ram",450000,"https://articulo.mercadolibre.com.ar/MLA-1742953714-xiaomi-redmi-note-13-pro-dual-sim-256-gb-8-gb-ram-_JM","Xiaomi","Redmi","Note 13 Pro 4G","None","256 GB","8 GB","new"
"MLA1419821601","Celular Xiaomi Redmi Note 13 Pro 512 Gb +12 Gb Forest Green ",599999,"https://articulo.mercadolibre.com.ar/MLA-1419821601-celular-xiaomi-redmi-note-13-pro-512-gb-12-gb-forest-green-_JM","Xiaomi","Redmi","Note 13 Pro","Snapdragon 8 Gen 1","512 GB","12 GB","new"
"MLA1413524359","Xiaomi Mi 12 Dual Sim 256 Gb  Purple 12 Gb Ram",1999888,"https://articulo.mercadolibre.com.ar/MLA-1413524359-xiaomi-mi-12-dual-sim-256-gb-purple-12-gb-ram-_JM","Xiaomi","Mi","12","Snapdragon 8 Gen 1","256 GB","12 GB","new"
"MLA1408783359","Cel Xiaomi Redmi Note 13 Pro 5g Ds/12ram/512gb 6.67 Ocean Te",749000,"https://articulo.mercadolibre.com.ar/MLA-1408783359-cel-xiaomi-redmi-note-13-pro-5g-ds12ram512gb-667-ocean-te-_JM","Xiaomi","None","13 Pro","Snapdragon 8 Gen 2","512 GB","12 GB","new"
"MLA1422243308","Xiaomi Mi 11t Pro Dual Sim 128 Gb  Gris Meteorito 8 Gb Ram",826019,"https://articulo.mercadolibre.com.ar/MLA-1422243308-xiaomi-mi-11t-pro-dual-sim-128-gb-gris-meteorito-8-gb-ram-_JM","Xiaomi","Mi","11T Pro","Snapdragon 888","128 GB","8 GB","new"
"MLA1743753500","Xiaomi 13t Dual Sim 256 Gb  Negro 8 Gb Ram",799999,"https://articulo.mercadolibre.com.ar/MLA-1743753500-xiaomi-13t-dual-sim-256-gb-negro-8-gb-ram-_JM","Xiaomi","None","13T","MediaTek Dimensity 8200","256 GB","8 GB","new"
"MLA1742910666","Xiaomi Redmi Note 13 Pro+ 5g Mystic Silver 512gb 12 Ram",792266.75,"https://articulo.mercadolibre.com.ar/MLA-1742910666-xiaomi-redmi-note-13-pro-5g-mystic-silver-512gb-12-ram-_JM","Xiaomi","Redmi","Note 13 Pro+ 5G","None","512 GB","12 GB","new"
"MLA1536267384","Xiaomi 12 Lite 5g Dual Sim 128 Gb  Negro 8 Gb Ram",533316.29,"https://articulo.mercadolibre.com.ar/MLA-1536267384-xiaomi-12-lite-5g-dual-sim-128-gb-negro-8-gb-ram-_JM","Xiaomi","None","12 Lite 5G","Snapdragon 778G 5G","128 GB","8 GB","new"
"MLA1413882059","Xiaomi 12t Dual Sim 256 Gb  Negro 8 Gb Ram",989999,"https://articulo.mercadolibre.com.ar/MLA-1413882059-xiaomi-12t-dual-sim-256-gb-negro-8-gb-ram-_JM","Xiaomi","None","12T","MediaTek Dimensity 8100-Ultra","256 GB","8 GB","new"
"MLA1743662138","Xiaomi Redmi 12 256gb 8gb Ram Dual Sim",305000,"https://articulo.mercadolibre.com.ar/MLA-1743662138-xiaomi-redmi-12-256gb-8gb-ram-dual-sim-_JM","Xiaomi","Redmi","12 4G","MediaTek Helio G88","256 GB","8 GB","new"
"MLA1422413019","Xiaomi Redmi 9 Dual Sim 64 Gb Carbon Grey 4 Gb Ram Nfc Usb C",501329.92,"https://articulo.mercadolibre.com.ar/MLA-1422413019-xiaomi-redmi-9-dual-sim-64-gb-carbon-grey-4-gb-ram-nfc-usb-c-_JM","Xiaomi","Redmi","Redmi 9","MediaTek Helio G80","64 GB","64 GB","new"
"MLA1381386451","Xiaomi Redmi Note 11 Pro+ 5g (mediatek) Dual Sim 128 Gb  Verde 8 Gb Ram",816259,"https://articulo.mercadolibre.com.ar/MLA-1381386451-xiaomi-redmi-note-11-pro-5g-mediatek-dual-sim-128-gb-verde-8-gb-ram-_JM","Xiaomi","Redmi","Note 11 Pro+ 5G (MediaTek)","MediaTek Dimensity 920 5G","128 GB","8 GB","new"
"MLA1438255982","Xiaomi Mi 11t Dual Sim 128 Gb  Meteorite Gray 8 Gb Ram",793632,"https://articulo.mercadolibre.com.ar/MLA-1438255982-xiaomi-mi-11t-dual-sim-128-gb-meteorite-gray-8-gb-ram-_JM","Xiaomi","Mi","11T","MediaTek Dimensity 1200-Ultra","128 GB","8 GB","new"
"MLA1700745490","Xiaomi Note 13 256gb 8ram",345000,"https://articulo.mercadolibre.com.ar/MLA-1700745490-xiaomi-note-13-256gb-8ram-_JM","Xiaomi","Redmi","Note 13 5G","Mediatek Dimensity 6080","256 GB","8 GB","new"
"MLA1451898686","Xiaomi 13 Lite Dual Sim 128 Gb  Azul Lite 8 Gb Ram",784000,"https://articulo.mercadolibre.com.ar/MLA-1451898686-xiaomi-13-lite-dual-sim-128-gb-azul-lite-8-gb-ram-_JM","Xiaomi","None","13 Lite Dual SIM","Snapdragon 7 Gen 1","128 GB","8 GB","new"
"MLA1379282031","Xiaomi 13 Dual Sim 256 Gb  Negro 12 Gb Ram",1617011,"https://articulo.mercadolibre.com.ar/MLA-1379282031-xiaomi-13-dual-sim-256-gb-negro-12-gb-ram-_JM","Xiaomi","None","13","Snapdragon 8 Gen 2","256 GB","12 GB","new"
"MLA1421813875","Celular Xiaomi Mi 12 - 256gb/12gb Ram",1050000,"https://articulo.mercadolibre.com.ar/MLA-1421813875-celular-xiaomi-mi-12-256gb12gb-ram-_JM","Xiaomi","Mi","12 Dual sim","Snapdragon 8 Gen 1","256 GB","12 GB","new"
"MLA1414390667","Celular Redmi Note 12 Pro 128gb",350000,"https://articulo.mercadolibre.com.ar/MLA-1414390667-celular-redmi-note-12-pro-128gb-_JM","Xiaomi","None","12T Pro Dual SIM","Snapdragon 8+ Gen 1","128 GB","8 GB","new"
"MLA1737701672","Xiaomi Note 13 Pro 128gb 8gb Ram Ocean Teal",700000,"https://articulo.mercadolibre.com.ar/MLA-1737701672-xiaomi-note-13-pro-128gb-8gb-ram-ocean-teal-_JM","Xiaomi","Note","13 Pro","None","128 GB","8 GB","new"
"MLA1742286620","Celular Xiaomi 11t Pro - 256gb/ 8gb Ram",730000,"https://articulo.mercadolibre.com.ar/MLA-1742286620-celular-xiaomi-11t-pro-256gb-8gb-ram-_JM","Xiaomi","Mi","11T Pro","Snapdragon 888","256 GB","8 GB","new"
"MLA1421626463","Xiaomi Poco F5 Dual Sim 256 Gb 12 Gb Ram Negro",659000,"https://articulo.mercadolibre.com.ar/MLA-1421626463-xiaomi-poco-f5-dual-sim-256-gb-12-gb-ram-negro-_JM","Xiaomi","Pocophone","Poco F5","Snapdragon 7+ Gen 2","256 GB","12 GB","new"
"MLA1422390049","Xiaomi Redmi 13c Dual Sim 256/8gb + Glass Protec. De Regalo",269990,"https://articulo.mercadolibre.com.ar/MLA-1422390049-xiaomi-redmi-13c-dual-sim-2568gb-glass-protec-de-regalo-_JM","Xiaomi","Redmi","13C","MediaTek Helio G85","256 GB","8 GB","new"
"MLA1420214893","Xiaomi Redmi Note 13 4g Dual Sim 128gb 8gb Midnightblack",373700,"https://articulo.mercadolibre.com.ar/MLA-1420214893-xiaomi-redmi-note-13-4g-dual-sim-128gb-8gb-midnightblack-_JM","Xiaomi","Redmi","Note 13 4G","Snapdragon 685","128 GB","8 GB","new"
"MLA1421763011","Celular Xiaomi Mi 11 Lite - 128gb/8gb Ram",390000,"https://articulo.mercadolibre.com.ar/MLA-1421763011-celular-xiaomi-mi-11-lite-128gb8gb-ram-_JM","Xiaomi","Mi","MI 11 LITE","Snapdragon 732G","128 GB","8 GB","new"
"MLA1438395162","Xiaomi 12 Pro 5g Dual Sim 256 Gb  Gris 12 Gb Ram",1317120,"https://articulo.mercadolibre.com.ar/MLA-1438395162-xiaomi-12-pro-5g-dual-sim-256-gb-gris-12-gb-ram-_JM","Xiaomi","None","12 Pro 5G","Snapdragon 8 Gen 1","256 GB","12 GB","new"
"MLA1408089765","Celular Xiaomi Redmi 13c - 8/256gb - 6.74-dual Sim Azul",285000,"https://articulo.mercadolibre.com.ar/MLA-1408089765-celular-xiaomi-redmi-13c-8256gb-674-dual-sim-azul-_JM","Xiaomi","None","Redmi 13 C","None","256 GB","8 GB","new"
"MLA1714324470","Xiaomi Poco M6 Pro (8/256gb)",480000,"https://articulo.mercadolibre.com.ar/MLA-1714324470-xiaomi-poco-m6-pro-8256gb-_JM","Xiaomi","POCO","M6 Pro 5G","Snapdragon 4 Gen 2","256 GB","8 GB","used"
"MLA1419807487","Xiaomi 14 Ultra 5g! Cámara Leica Global Rom Snapdragon 8 Gen",2499000,"https://articulo.mercadolibre.com.ar/MLA-1419807487-xiaomi-14-ultra-5g-camara-leica-global-rom-snapdragon-8-gen-_JM","Xiaomi","5g","14 Ultra","Snapdragon 8 Gen 3","512 GB","12 GB","new"
"MLA1390865903","Xiaomi 12x Dual Sim 5g - 256 Gb / 8gb Purpura Nacarado",699000,"https://articulo.mercadolibre.com.ar/MLA-1390865903-xiaomi-12x-dual-sim-5g-256-gb-8gb-purpura-nacarado-_JM","Xiaomi","5g","12X","Snapdragon 870","256 GB","8 GB","used"
"MLA1743713654","Celular Retmi Note 13 Pro",500000,"https://articulo.mercadolibre.com.ar/MLA-1743713654-celular-retmi-note-13-pro-_JM","Xiaomi","None","13 Pro","Snapdragon 8 Gen 2","256 GB","8 GB","new"
"MLA1421860317","Celular",320000,"https://articulo.mercadolibre.com.ar/MLA-1421860317-celular-_JM","Xiaomi","None","Redmi Note 13","None","128 GB","8 GB","new"
"MLA1421739227","Celular Xiaomi Mi 12t Pro - 256gb/8gb Ram",900000,"https://articulo.mercadolibre.com.ar/MLA-1421739227-celular-xiaomi-mi-12t-pro-256gb8gb-ram-_JM","Xiaomi","Mi","12T Pro","Snapdragon 8 Gen 1","256 GB","8 GB","new"
"MLA1465275100","Xiaomi Redmi Note 11 Pro+ 5g (snapdragon) Dual Sim 128 Gb  Stealth Black 8 Gb Ram",816259,"https://articulo.mercadolibre.com.ar/MLA-1465275100-xiaomi-redmi-note-11-pro-5g-snapdragon-dual-sim-128-gb-stealth-black-8-gb-ram-_JM","Xiaomi","Redmi","Note 11 Pro+ 5G (Snapdragon)","Snapdragon 695 5G","128 GB","8 GB","new"
"MLA1418545623","Xiaomi 12 Lite 5g Dual Sim 256 Gb  Negro 8 Gb Ram",601865,"https://articulo.mercadolibre.com.ar/MLA-1418545623-xiaomi-12-lite-5g-dual-sim-256-gb-negro-8-gb-ram-_JM","Xiaomi","None","12 Lite 5G","Snapdragon 778G 5G","256 GB","8 GB","new"
"MLA1421798619","Celular Poco X4 Gt - 256/8 Ram",600000,"https://articulo.mercadolibre.com.ar/MLA-1421798619-celular-poco-x4-gt-2568-ram-_JM","Xiaomi","POCO","X4 GT","Snapdragon 8 GEN","256 GB","8 GB","new"
"MLA1649158364","Xiaomi Redmi Note 13 Pro 256gb Almacenamiento 8gb Ram",622540,"https://articulo.mercadolibre.com.ar/MLA-1649158364-xiaomi-redmi-note-13-pro-256gb-almacenamiento-8gb-ram-_JM","Xiaomi","Redmi note","Redmi Note 13 Pro 4G","Mediatek Helio G99 Ultra","256 GB","8 GB","new"
"MLA1742215264","Celular Xiaomi Mi 12 Lite - 128gb/6gb Ram",480000,"https://articulo.mercadolibre.com.ar/MLA-1742215264-celular-xiaomi-mi-12-lite-128gb6gb-ram-_JM","Xiaomi","Mi","12 Lite 5G","Snapdragon 778G 5G","128 GB","8 GB","new"
"MLA1150585974","Xiaomi Redmi Note 11 Pro 5g (snapdragon) Dual Sim 128 Gb  Gris Grafito 8 Gb Ram",659568,"https://articulo.mercadolibre.com.ar/MLA-1150585974-xiaomi-redmi-note-11-pro-5g-snapdragon-dual-sim-128-gb-gris-grafito-8-gb-ram-_JM","Xiaomi","Redmi","Note 11 Pro 5G (Snapdragon)","Snapdragon 695","128 GB","8 GB","new"
"MLA1419817503","Xiaomi Pocophone Poco X6 Pro 5g Dual Sim 256 Gb  Negro 8 Gb Ram",610000,"https://articulo.mercadolibre.com.ar/MLA-1419817503-xiaomi-pocophone-poco-x6-pro-5g-dual-sim-256-gb-negro-8-gb-ram-_JM","Xiaomi","Pocophone","Poco X6 Pro 5G","Mediatek Dimensity 8300-Ultra","256 GB","8 GB","new"
"MLA1220270963","Xiaomi Redmi K50 Gaming Edition Dual Sim 256 Gb  Silver 12 Gb Ram",1070832,"https://articulo.mercadolibre.com.ar/MLA-1220270963-xiaomi-redmi-k50-gaming-edition-dual-sim-256-gb-silver-12-gb-ram-_JM","Xiaomi","Redmi","K50 Gaming Edition","Snapdragon 8 Gen 1","256 GB","12 GB","new"
"MLA1743635856","Xiaomi Redmi 12 8gb Ram 256gb Dual Sim",305000,"https://articulo.mercadolibre.com.ar/MLA-1743635856-xiaomi-redmi-12-8gb-ram-256gb-dual-sim-_JM","Xiaomi","Redmi","12","MediaTek Helio G88","256 GB","8 GB","new"
"MLA1427401770","Celular Motorola Edge 30 Ultra 256 Gb Blanco 12 Gb Ram",1824199,"https://articulo.mercadolibre.com.ar/MLA-1427401770-celular-motorola-edge-30-ultra-256-gb-blanco-12-gb-ram-_JM","Motorola","Edge","30 Ultra","Snapdragon 8+ Gen 1","256 GB","12 GB","new"
"MLA1737579812","Motorola G23 De 128 Gb",280000,"https://articulo.mercadolibre.com.ar/MLA-1737579812-motorola-g23-de-128-gb-_JM","Motorola","Moto G","G23","Mediatek MT6769Z Helio G85","128 GB","128 GB","used"
"MLA1422065191","Motorola Edge 30 Usado, Dual Sim, 128gb, 8gb Ram",350000,"https://articulo.mercadolibre.com.ar/MLA-1422065191-motorola-edge-30-usado-dual-sim-128gb-8gb-ram-_JM","Motorola","Edge","30 Dual SIM","Snapdragon 778G+ 5G","128 GB","8 GB","used"
"MLA1418852019","Motorola Edge 30 Fusion.",475000,"https://articulo.mercadolibre.com.ar/MLA-1418852019-motorola-edge-30-fusion-_JM","Motorola","Edge","30 Fusion Dual SIM","Snapdragon 888+ 5G","256 GB","12 GB","used"
"MLA1490388300","Motorola Edge 40 Pro 256/12gb + Hdmi + Remote + Acc. Regalo",1018999,"https://articulo.mercadolibre.com.ar/MLA-1490388300-motorola-edge-40-pro-25612gb-hdmi-remote-acc-regalo-_JM","Motorola","Liberado","Edge 40 Pro + HDMI + Remote","Snapdragon 8 (2.ª generación)","256 GB","12 GB","new"
"MLA1419879365","Motorola Moto Edge 30 Pro 256gb - 12gb Ram Blanco!! Garantia",459999,"https://articulo.mercadolibre.com.ar/MLA-1419879365-motorola-moto-edge-30-pro-256gb-12gb-ram-blanco-garantia-_JM","Motorola","Edge","Edge 30 Pro","SM8450","256 GB","12 GB","new"
"MLA1714373252","Motorola Razr 40 Gris Mate",799999,"https://articulo.mercadolibre.com.ar/MLA-1714373252-motorola-razr-40-gris-mate-_JM","Motorola","RAZR","RAZR 40","Snapdragon 7 Gen 1","256 GB","8 GB","new"
"MLA1189850397"," Celular Moto G200 5g 128gb  Morado 8gb Refabricado Liberado",719990,"https://articulo.mercadolibre.com.ar/MLA-1189850397-celular-moto-g200-5g-128gb-morado-8gb-refabricado-liberado-_JM","Motorola","Moto G","G200 5G","Snapdragon 888+ 5G","128 GB","8 GB","new"
"MLA1722672926","Refabricado Motorola Edge 30 U. 12gb Ram 256gb 6.67  Blanco",899991,"https://articulo.mercadolibre.com.ar/MLA-1722672926-refabricado-motorola-edge-30-u-12gb-ram-256gb-667-blanco-_JM","Motorola","Edge","30 Ultra","Snapdragon 8+ Gen 1","256 GB","12 GB","new"
"MLA1411072405","Celular Motorola Edge 40 Neo 256/8gb Azul Accesorio Regalo",669999,"https://articulo.mercadolibre.com.ar/MLA-1411072405-celular-motorola-edge-40-neo-2568gb-azul-accesorio-regalo-_JM","Motorola","Edge","Edge 40 Neo 5G","MediaTek 7030","256 GB","8 GB","new"
"MLA1419177087","Celular Motorola Edge 30 Ultra Xt2241 256gb Azul ",1094999.27,"https://articulo.mercadolibre.com.ar/MLA-1419177087-celular-motorola-edge-30-ultra-xt2241-256gb-azul-_JM","Motorola","Edge","30 Ultra","None","256 GB","8 GB","new"
"MLA1419637495","Refabricado Motorola Razr 40 Ultra 512 Gb Negro 12 Gb Ram",1199999,"https://articulo.mercadolibre.com.ar/MLA-1419637495-refabricado-motorola-razr-40-ultra-512-gb-negro-12-gb-ram-_JM","Motorola","RAZR","RAZR 40 Ultra","Snapdragon 8+ Gen 1","512 GB","12 GB","new"
"MLA1411046345","Celular Motorola Edge 40 Neo 256/8gb Verde Accesorio Regalo",669999,"https://articulo.mercadolibre.com.ar/MLA-1411046345-celular-motorola-edge-40-neo-2568gb-verde-accesorio-regalo-_JM","Motorola","Edge","Edge 40 Neo 5G","MediaTek Dimensity 7030","256 GB","8 GB","new"
"MLA1736855004","Motorola Edge Edge 40 256 Gb Verde Oliva 8gb Ram Refabricado",589999,"https://articulo.mercadolibre.com.ar/MLA-1736855004-motorola-edge-edge-40-256-gb-verde-oliva-8gb-ram-refabricado-_JM","Motorola","Edge","Edge 40 Dual SIM","MediaTek Dimensity 8020","256 GB","8 GB","new"
"MLA1732607410","Motorola Edge 30 Pro 256gb Con Funda Liberado Refabricado",999999,"https://articulo.mercadolibre.com.ar/MLA-1732607410-motorola-edge-30-pro-256gb-con-funda-liberado-refabricado-_JM","Motorola","Edge","Edge 30 Pro","MediaTek Dimensity 7030","256 GB","12 GB","new"
"MLA1411027291","Celular Motorola Edge 40 Neo 256/8gb Azul Accesorio Regalo",689999,"https://articulo.mercadolibre.com.ar/MLA-1411027291-celular-motorola-edge-40-neo-2568gb-azul-accesorio-regalo-_JM","Motorola","Edge","Edge 40 Neo 5G","MediaTek 7030","256 GB","8 GB","new"
"MLA1262700551","Celular Motorola Xt2203-1 - Moto Edge 30 - 128gb  Gris",499999,"https://articulo.mercadolibre.com.ar/MLA-1262700551-celular-motorola-xt2203-1-moto-edge-30-128gb-gris-_JM","Motorola","Edge","30","Snapdragon 778G+ 5G","128 GB","8 GB","new"
"MLA1416214219","Motorola Edge 30 Fusion Xt2243 256gb Negro Refabricado",569999,"https://articulo.mercadolibre.com.ar/MLA-1416214219-motorola-edge-30-fusion-xt2243-256gb-negro-refabricado-_JM","Motorola","Edge","Edge 30 Fusion","None","256 GB","12 GB","new"
"MLA1740707568","Celular Motorola G24 Power 8gb De Ram- 256 Gb D/m-doble Sim",400000,"https://articulo.mercadolibre.com.ar/MLA-1740707568-celular-motorola-g24-power-8gb-de-ram-256-gb-dm-doble-sim-_JM","Motorola","Moto G","Moto G24 Power","None","256 GB","256 GB","new"
"MLA1405959333","Outlet Motorola Edge 30 Fusion 128 Gb Blanco - Excelente",825999,"https://articulo.mercadolibre.com.ar/MLA-1405959333-outlet-motorola-edge-30-fusion-128-gb-blanco-excelente-_JM","Motorola","Edge","30 Fusion","Snapdragon 888+ 5G","128 GB","8 GB","new"
"MLA1420679455","Motorola  E13  8gb Ram  128gb",235000,"https://articulo.mercadolibre.com.ar/MLA-1420679455-motorola-e13-8gb-ram-128gb-_JM","Motorola","Moto","E13 Dual SIM","None","128 GB","8 GB","new"
"MLA1407406327"," Moto G84 5g 256gb Negro 8gb Ram Usado (reacondicionado)",419999,"https://articulo.mercadolibre.com.ar/MLA-1407406327-moto-g84-5g-256gb-negro-8gb-ram-usado-reacondicionado-_JM","Motorola","Moto G","Moto G84 5G","Snapdragon 695","256 GB","8 GB","new"
